id,codigo,nombre,tipo,horario,anclajes_t,long,lat,BARRIO,COMUNA
"323","249",249 - Balbín,AUTOMÁTICA,Estación automática: disponibilidad las 24 horas,"12",-58.466,-34.561,BELGRANO,13.00000000000
"324","250",250 - Fleni,AUTOMÁTICA,Estación automática: disponibilidad las 24 horas,"20",-58.45,-34.556,BELGRANO,13.00000000000
"387","396",396 - PLAZA ALBERTI,AUTOMÁTICA,Estación automática: disponibilidad las 24 horas,"20",-58.459,-34.555,BELGRANO,13.00000000000
"11","12",012 - Plaza Vicente Lopez,AUTOMÁTICA,Estación automática: disponibilidad las 24 horas,"16",-58.389,-34.593,RECOLETA,2.00000000000
"25","27",027 - Montevideo,AUTOMÁTICA,Estación automática: disponibilidad las 24 horas,"16",-58.39,-34.599,RECOLETA,2.00000000000
"28","30",030 - Peña,AUTOMÁTICA,Estación automática: disponibilidad las 24 horas,"20",-58.397,-34.591,RECOLETA,2.00000000000
"31","33",033 - Facultad de Medicina,AUTOMÁTICA,Estación automática: disponibilidad las 24 horas,"20",-58.399,-34.597,RECOLETA,2.00000000000
"40","334",334 - CENTRO DE EXPOSICIONES,AUTOMÁTICA,Estación automática: disponibilidad las 24 horas,"20",-58.39,-34.584,RECOLETA,2.00000000000
"61","64",064 - RIOBAMBA,AUTOMÁTICA,Estación automática: disponibilidad las 24 horas,"20",-58.394,-34.594,RECOLETA,2.00000000000
"63","66",066 - Billinghurst,AUTOMÁTICA,Estación automática: disponibilidad las 24 horas,"20",-58.414,-34.595,RECOLETA,2.00000000000
"65","69",069 - Ecuador,AUTOMÁTICA,Estación automática: disponibilidad las 24 horas,"16",-58.405,-34.596,RECOLETA,2.00000000000
"81","85",085 - AGUERO,AUTOMÁTICA,Estación automática: disponibilidad las 24 horas,"20",-58.409,-34.595,RECOLETA,2.00000000000
"106","116",116 - HOSPITAL ALEMÁN,AUTOMÁTICA,Estación automática: disponibilidad las 24 horas,"12",-58.403,-34.592,RECOLETA,2.00000000000
"118","131",131- HOSPITAL DE CLÍNICAS,AUTOMÁTICA,Estación automática: disponibilidad las 24 horas,"16",-58.399,-34.598,RECOLETA,2.00000000000
"141","165",165 - PLAZA MONSEÑOR MIGUEL DE ANDREA,AUTOMÁTICA,Estación automática: disponibilidad las 24 horas,"12",-58.408,-34.597,RECOLETA,2.00000000000
"142","166",166 - Cementerio de Recoleta,AUTOMÁTICA,Estación automática: disponibilidad las 24 horas,"20",-58.393,-34.589,RECOLETA,2.00000000000
"150","174",174 - MINISTERIO DE EDUCACION,AUTOMÁTICA,Estación automática: disponibilidad las 24 horas,"20",-58.392,-34.597,RECOLETA,2.00000000000
"156","181",181 - BILLINGHURST Y MANSILLA,AUTOMÁTICA,Estación automática: disponibilidad las 24 horas,"20",-58.412,-34.593,RECOLETA,2.00000000000
"167","193",193 - ARENALES Y AGUERO,AUTOMÁTICA,Estación automática: disponibilidad las 24 horas,"20",-58.406,-34.591,RECOLETA,2.00000000000
"173","200",200 - AUSTRIA Y FRENCH,AUTOMÁTICA,Estación automática: disponibilidad las 24 horas,"20",-58.404,-34.588,RECOLETA,2.00000000000
"175","1",001 - FACULTAD DE DERECHO,AUTOMÁTICA,Estación automática: disponibilidad las 24 horas,"30",-58.391,-34.584,RECOLETA,2.00000000000
"2","2",002 - Retiro I,AUTOMÁTICA,Estación automática: disponibilidad las 24 horas,"20",-58.375,-34.592,RETIRO,1.00000000000
"20","22",022 - Arenales,AUTOMÁTICA,Estación automática: disponibilidad las 24 horas,"20",-58.383,-34.594,RETIRO,1.00000000000
"32","35",035 - INGENIERO BUTTY,AUTOMÁTICA,Estación automática: disponibilidad las 24 horas,"20",-58.372,-34.596,RETIRO,1.00000000000
"35","38",038 - Plaza Libertad,AUTOMÁTICA,Estación automática: disponibilidad las 24 horas,"20",-58.383,-34.597,RETIRO,1.00000000000
"104","114",114 - DELLA PAOLERA,AUTOMÁTICA,Estación automática: disponibilidad las 24 horas,"20",-58.372,-34.595,RETIRO,1.00000000000
"117","130",130 - RETIRO II,AUTOMÁTICA,Estación automática: disponibilidad las 24 horas,"40",-58.375,-34.592,RETIRO,1.00000000000
"121","135",135 - MARCELO T. DE ALVEAR,AUTOMÁTICA,Estación automática: disponibilidad las 24 horas,"20",-58.379,-34.597,RETIRO,1.00000000000
"163","189",189 - POSADAS,AUTOMÁTICA,Estación automática: disponibilidad las 24 horas,"20",-58.385,-34.589,RETIRO,1.00000000000
"403","393",393 - Barrio 31,AUTOMÁTICA,Estación automática: disponibilidad las 24 horas,"24",-58.379,-34.582,RETIRO,1.00000000000
"263","363",363 - Udaondo,AUTOMÁTICA,Estación automática: disponibilidad las 24 horas,"20",-58.452,-34.546,NUÑEZ,13.00000000000
"293","289",289 - MONTAÑESES,AUTOMÁTICA,Estación automática: disponibilidad las 24 horas,"20",-58.454,-34.551,NUÑEZ,13.00000000000
"377","257",257 - Plaza Francisco Ramirez,AUTOMÁTICA,Estación automática: disponibilidad las 24 horas,"28",-58.469,-34.553,NUÑEZ,13.00000000000
"396","227",227 -Club Ciudad de Buenos Aires,AUTOMÁTICA,Estación automática: disponibilidad las 24 horas,"16",-58.459,-34.545,NUÑEZ,13.00000000000
"6","6",006 - Parque Lezama,AUTOMÁTICA,Estación automática: disponibilidad las 24 horas,"20",-58.37,-34.629,BOCA,4.00000000000
"45","34",034 - Colonia Express,AUTOMÁTICA,Estación automática: disponibilidad las 24 horas,"16",-58.362,-34.624,BOCA,4.00000000000
"114","126",126 - Ministerio de Justicia y Seguridad,AUTOMÁTICA,Estación automática: disponibilidad las 24 horas,"16",-58.369,-34.64,BOCA,4.00000000000
"129","150",150 - RODRIGO BUENO,AUTOMÁTICA,Estación automática: disponibilidad las 24 horas,"30",-58.356,-34.619,BOCA,4.00000000000
"132","153",153 - JUAN MANUEL DE BLANES,AUTOMÁTICA,Estación automática: disponibilidad las 24 horas,"16",-58.362,-34.631,BOCA,4.00000000000
"154","179",179 - CASA SAN,AUTOMÁTICA,Estación automática: disponibilidad las 24 horas,"16",-58.364,-34.638,BOCA,4.00000000000
"170","196",196 - HOSPITAL ARGERICH,AUTOMÁTICA,Estación automática: disponibilidad las 24 horas,"20",-58.366,-34.628,BOCA,4.00000000000
"176","108",108 - Usina del Arte,AUTOMÁTICA,Estación automática: disponibilidad las 24 horas,"24",-58.356,-34.629,BOCA,4.00000000000
